,Symbol,Description,Category2,Category3,GICSSector,MarketCap,DividendYield,Country,Action,InstrumentId
663,ADT,ADT Inc.,Common stocks,Mid cap,Consumer Discretionary,"$7,814,376,961",1.53%,USA,Analyze,f14f2b8b-3e68-4237-aeaf-f849ffbe69fb
664,EXAS,Exact Sciences Corp,Common stocks,Mid cap,Health Care,"$7,810,990,354",0.00%,USA,Analyze,bed074a2-68f7-4c61-9f21-83b51ef425de
665,AA,Alcoa Corp,Common stocks,Mid cap,Materials,"$7,755,155,942",0.91%,USA,Analyze,caaa30bc-962c-4d8f-9bc8-1b9af897c7e5
666,OGE,OGE Energy Corp,Common stocks,Mid cap,Utilities,"$7,719,815,032",4.19%,USA,Analyze,e5eb5f8a-32ec-4e58-be91-ccc93f293288
667,UGI,UGI Corp,Common stocks,Mid cap,Utilities,"$7,704,661,075",3.79%,USA,Analyze,6a6e95d4-b021-4753-8de7-9c4d1f35049a
668,SWN,Southwestern Energy,Common stocks,Mid cap,Energy,"$7,699,859,000",0.00%,USA,Analyze,3708482f-e5d3-45a3-ac38-193163a5666d
669,ACHC,Acadia Healthcare Company Inc,Common stocks,Mid cap,Health Care,"$7,684,802,947",0.00%,USA,Analyze,02e088ad-77ca-4aab-8b49-13be20350870
670,JLL,Jones Lang LaSalle Inc,Common stocks,Mid cap,Real Estate,"$7,669,475,717",0.00%,USA,Analyze,965627f1-ac8a-431c-bd76-3e371d242a62
671,GLOB,Globant Sa,Common stocks,Mid cap,Information Technology,"$7,622,886,527",0.00%,Argentina,Analyze,5f2a6d69-d2bb-48e4-8b5c-cd74a765c014
672,PCOR,"Procore Technologies, Inc.",Common stocks,Mid cap,Information Technology,"$7,597,402,001",0.00%,USA,Analyze,eccd2f87-fb39-42a4-b523-0f3134ece2b0
673,GME,Gamestop Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$7,576,457,600",0.00%,USA,Analyze,2bbdb493-dbb1-4e9c-ac98-6e7c93b117c0
674,MANH,Manhattan Associates Inc,Common stocks,Mid cap,Information Technology,"$7,546,898,040",0.00%,USA,Analyze,f198b815-1bb0-47a1-a93e-99cd29f95788
675,OHI,"Omega Healthcare Investors, Inc",REITs,Mid cap,Real Estate,"$7,491,507,932",8.11%,USA,Analyze,27e539a7-48ea-475d-858c-9cf5f6eb5e65
676,OKTA,Okta Inc Class A,Common stocks,Mid cap,Information Technology,"$7,478,804,871",0.00%,USA,Analyze,d57904fb-55fe-4e2b-97f7-34ef2e0729ec
677,AGL,"agilon health, inc.",Common stocks,Mid cap,Health Care,"$7,450,453,079",0.00%,USA,Analyze,69293575-a354-4cf9-a38e-5b497341feeb
678,CHE,Chemed Corp,Common stocks,Mid cap,Health Care,"$7,439,613,592",0.37%,USA,Analyze,beb03ec6-014f-434c-95ea-efcc64bcd441
679,WMS,Advanced Drainage Systems Inc,Common stocks,Mid cap,Industrials,"$7,430,501,508",0.51%,USA,Analyze,d7c1f0be-26b2-4130-b12b-c4350dbb75e0
680,PNR,Pentair,Common stocks,Mid cap,Industrials,"$7,418,875,765",1.85%,USA,Analyze,34476cc0-4909-4c00-9650-c7833567b162
681,MIDD,Middleby Corp,Common stocks,Mid cap,Industrials,"$7,393,918,844",0.00%,USA,Analyze,d9af891b-e099-4327-9181-0154265c9a9a
682,DCI,Donaldson Inc,Common stocks,Mid cap,Industrials,"$7,369,708,095",1.49%,USA,Analyze,4a1eab8c-df93-43e2-9e38-cfbf9057cd3c
683,USFD,US Foods Holding Corp,Common stocks,Mid cap,Consumer Staples,"$7,369,466,701",0.00%,USA,Analyze,4c57a8fb-6200-423d-a5ba-4697c292b00d
684,ORI,Old Republic International Corp,Common stocks,Mid cap,Financials,"$7,275,900,511",3.75%,USA,Analyze,172add3a-0e7e-481b-8a5a-2c140a0ed8d7
685,PEN,Penumbra Inc,Common stocks,Mid cap,Health Care,"$7,250,096,414",0.00%,USA,Analyze,f3b05ace-02b7-440b-93ce-3c51a6026300
686,MPW,"Medical Properties Trust, Inc",REITs,Mid cap,Real Estate,"$7,235,920,000",9.25%,USA,Analyze,c69418c9-a6dd-4725-bbd5-5a472cfcf150
687,WEX,Wex Inc,Common stocks,Mid cap,Information Technology,"$7,212,907,377",0.00%,USA,Analyze,5ea7992b-e531-495d-a16c-7db8a7ec637d
688,NCLH,Norwegian Cruise Line Holdings Ltd,Common stocks,Mid cap,Consumer Discretionary,"$7,201,659,349",0.00%,USA,Analyze,3ce80e3c-14bf-45d6-af36-600679a10043
689,CLF,Cleveland-Cliffs Inc.,Common stocks,Mid cap,Materials,"$7,193,622,663",0.00%,USA,Analyze,e1c703cd-d36e-4592-bf1c-06caf0bb0fe8
690,MTZ,Mastec Inc,Common stocks,Mid cap,Industrials,"$7,162,346,686",0.00%,USA,Analyze,891b0b15-720d-428d-a5f1-372f1b6fbd1b
691,SEE,Sealed Air Corp,Common stocks,Mid cap,Materials,"$7,156,207,613",1.61%,USA,Analyze,19d49630-59c5-4204-b150-c900e58de06a
692,BOKF,BOK Financial Corp,Common stocks,Mid cap,Financials,"$7,145,778,194",1.98%,USA,Analyze,fe1e28f1-743f-4f0a-849b-aa5ab4270a7c
693,EGP,"EastGroup Properties, Inc",REITs,Mid cap,Real Estate,"$7,129,584,261",2.75%,USA,Analyze,28fe848c-3959-49bd-9aa5-b1959a2f1e75
694,CACI,CACI International Inc,Common stocks,Mid cap,Industrials,"$7,077,277,123",0.00%,USA,Analyze,c4673961-a357-43b3-873c-dd77d4dedac3
695,PDCE,PDC Energy Inc,Common stocks,Mid cap,Energy,"$7,061,966,972",1.39%,USA,Analyze,56523ef4-8205-4d5d-bfdd-7509f03c3d6d
696,HOOD,"Robinhood Markets, Inc.",Common stocks,Mid cap,Financials,"$7,034,124,714",0.00%,USA,Analyze,ef29fd22-6e22-44ef-9911-a8f5bd68abd3
697,BERY,Berry Global Group Inc,Common stocks,Mid cap,Materials,"$7,030,188,000",0.00%,USA,Analyze,7870bc5b-69cf-4815-bb1d-55c1822b9e53
698,CPRI,Capri Holdings Limited,Common stocks,Mid cap,Consumer Discretionary,"$7,004,802,345",0.00%,USA,Analyze,552aedf0-af4b-4693-8825-cbee56a685bc
699,SF,Stifel Financial Corp,Common stocks,Mid cap,Financials,"$6,973,671,969",1.59%,USA,Analyze,34cc7494-2c25-41be-a473-120411b28cd4
700,KBR,"KBR, Inc.",Common stocks,Mid cap,Industrials,"$6,966,824,001",0.92%,USA,Analyze,95dfc1ba-f227-4546-8c86-ca39c4d17000
701,GNRC,Generac Holdings Inc,Common stocks,Mid cap,Industrials,"$6,962,868,580",0.00%,USA,Analyze,c2cb6539-c25f-41e9-88d8-bd7bbcaf1604
702,RRC,Range Resources Corp,Common stocks,Mid cap,Energy,"$6,944,594,355",0.28%,USA,Analyze,7641e063-a995-4db1-8008-a39282cc9000
703,VMI,Valmont Inds Inc,Common stocks,Mid cap,Industrials,"$6,919,804,023",0.66%,USA,Analyze,88998d05-299c-4e9a-af16-1c7228d40801
704,GPK,Graphic Packaging Holding,Common stocks,Mid cap,Materials,"$6,907,085,574",1.33%,USA,Analyze,52c91575-f364-42df-bf47-61ca2bf1725c
705,RGLD,Royal Gold Inc,Common stocks,Mid cap,Materials,"$6,894,558,861",1.33%,USA,Analyze,f98a7251-ab88-4056-9950-3782b2e29d86
706,HOG,Harley Davidson Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,894,038,100",1.31%,USA,Analyze,ec49cd84-76be-4c03-8266-6e993ccd95f1
707,PB,Prosperity Bancshares Inc,Common stocks,Mid cap,Financials,"$6,860,924,146",2.74%,USA,Analyze,75473fd8-f856-4361-9421-479f52feda8c
708,BRX,Brixmor Property Group Inc,REITs,Mid cap,Real Estate,"$6,811,027,409",4.15%,USA,Analyze,d7bf7a73-4d0c-412d-8987-59edb302bde2
709,ROKU,Roku Class A,Common stocks,Mid cap,Communication Services,"$6,763,594,024",0.00%,USA,Analyze,279d787b-515b-4f9c-a684-45f92afb557f
710,ST,Sensata Technologies Holding Nv,Common stocks,Mid cap,Industrials,"$6,751,722,905",0.75%,USA,Analyze,c5d1ae4a-7848-4e56-92cf-75e4695167ab
711,CLVT,Clarivate Plc,Common stocks,Mid cap,Industrials,"$6,741,887,960",0.00%,USA,Analyze,43d37bc9-d641-455e-aa8d-23f2246173a2
712,RH,RH,Common stocks,Mid cap,Consumer Discretionary,"$6,703,942,834",0.00%,USA,Analyze,45f09493-e24c-4c11-926c-1a3ad0df7c0b
713,ARW,Arrow Electronics Inc,Common stocks,Mid cap,Information Technology,"$6,703,169,848",0.00%,USA,Analyze,15df2462-62e9-4027-82b3-a8f110fde919
714,AIZ,Assurant Inc,Common stocks,Mid cap,Financials,"$6,691,628,797",2.13%,USA,Analyze,b8b11d6b-319e-4561-ad45-b954c50f8e31
715,CHH,Choice Hotels International Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,689,132,683",0.79%,USA,Analyze,9c7a50fd-1c0d-43dc-bd06-eda033aa3c10
716,GNTX,Gentex Corp,Common stocks,Mid cap,Consumer Discretionary,"$6,680,899,518",1.67%,USA,Analyze,2d7f6284-b9eb-423c-bc3d-acb69b699032
717,ATR,Aptargroup Inc,Common stocks,Mid cap,Materials,"$6,680,512,539",1.48%,USA,Analyze,5401985c-3e22-4a95-9f3b-4809c2524b85
718,FR,"First Industrial Realty Trust, Inc",REITs,Mid cap,Real Estate,"$6,678,108,106",2.27%,USA,Analyze,7d169fe4-5e5f-4000-b53c-54068601a27a
719,DXC,DXC Technology Company,Common stocks,Mid cap,Information Technology,"$6,674,192,119",0.00%,USA,Analyze,b40e624a-7790-40fa-b017-a79623c3b4b5
720,LUMN,"CenturyLink, Inc.",Common stocks,Mid cap,Communication Services,"$6,673,059,337",14.99%,USA,Analyze,39474cfd-82f3-432b-87db-e65b9603c946
721,ITT,ITT Inc,Common stocks,Mid cap,Industrials,"$6,668,101,000",1.25%,USA,Analyze,044c4f7a-0156-46f5-8e4e-444613112834
722,VOYA,Voya Financial Inc,Common stocks,Mid cap,Financials,"$6,652,454,338",1.16%,USA,Analyze,0654ed30-be38-436f-ab6f-0f56e8cadf0a
723,CW,Curtiss Wright Corp,Common stocks,Mid cap,Industrials,"$6,642,167,595",0.43%,USA,Analyze,35e292ab-7a47-476f-962b-3b206f23efa8
724,PNFP,Pinnacle Financial Partners Inc,Common stocks,Mid cap,Financials,"$6,633,219,576",1.01%,USA,Analyze,c8528961-ecb6-48cd-923d-61aef572024f
725,NVT,Nvent Electric Plc,Common stocks,Mid cap,Industrials,"$6,578,527,659",1.76%,USA,Analyze,d615e6de-eef9-40ca-99a4-5bbcf86084c4
726,TW,Tradeweb Markets Inc. - Class A,Common stocks,Mid cap,Financials,"$6,572,452,302",0.54%,USA,Analyze,db575258-cdc3-4fd5-ab5f-3e344aa39ec6
727,GMED,Globus Medical Inc Class A,Common stocks,Mid cap,Health Care,"$6,565,646,548",0.00%,USA,Analyze,5703a533-cd98-4f4d-9d56-14e3a7337686
728,STWD,Starwood Property Trust Inc,Mortgage REITs,Mid cap,Financials,"$6,564,767,647",8.75%,USA,Analyze,2cfdbd0f-5718-4546-846b-154602aaa650
729,RUN,Sunrun Inc,Common stocks,Mid cap,Industrials,"$6,561,463,508",0.00%,USA,Analyze,a144bc4c-ebe0-4a0e-a048-e6536e0fbe8c
730,CIEN,Ciena Corp,Common stocks,Mid cap,Information Technology,"$6,531,572,403",0.00%,USA,Analyze,7c8be10c-443c-44f1-a743-e7899597b561
731,MHK,Mohawk Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,508,426,238",0.00%,USA,Analyze,f1748dbc-cad0-49f8-9c99-3e20b0c1ed73
732,XRAY,Dentsply Sirona Inc,Common stocks,Mid cap,Health Care,"$6,507,531,908",1.59%,USA,Analyze,3c123409-3b61-4d6d-8427-9e2b25bb20fb
733,RL,Ralph Lauren Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$6,469,601,000",2.98%,USA,Analyze,6466cc5f-e62b-4af9-9f01-487446d4424c
734,PATH,"UiPath, Inc.",Common stocks,Mid cap,Information Technology,"$6,465,971,594",0.00%,USA,Analyze,3dd5c28a-0f00-4d0c-ab6d-86e4653c8b28
735,IONS,Ionis Pharmaceuticals Inc,Common stocks,Mid cap,Health Care,"$6,454,072,639",0.00%,USA,Analyze,58dc5993-bd81-4550-a4ad-5001a2344b79
736,WH,Wyndham Hotels & Resorts Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,449,436,078",1.74%,USA,Analyze,81121f11-a968-4064-b012-63fc8af9e97b
737,PII,Polaris Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,443,827,587",2.28%,USA,Analyze,cb62b1d5-3c81-41ce-a3f8-76097cceecd3
738,WCC,Wesco International Inc,Common stocks,Mid cap,Industrials,"$6,439,858,989",0.00%,USA,Analyze,32aa4a38-7666-41b1-a9b1-9e40d3aad129
739,HRB,H&R Block Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,423,944,165",2.63%,USA,Analyze,9f371d3f-bccd-45fa-83fc-59c28229c494
740,CLH,Clean Harbors Inc,Common stocks,Mid cap,Industrials,"$6,399,692,932",0.00%,USA,Analyze,2356aa2e-a97d-4af4-8f11-c90b871741a0
741,MASI,Masimo Corp,Common stocks,Mid cap,Health Care,"$6,386,627,066",0.00%,USA,Analyze,847506b0-b198-4b58-8d13-9d25741c0315
742,SNV,Synovus Financial Corp,Common stocks,Mid cap,Financials,"$6,341,963,960",3.06%,USA,Analyze,22b3ee08-5d5b-4de3-a467-ee064eb9cd7a
